track_name,artist_name,release_date,length,popularity,artist_pop,artist_genres,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,sadness,joy,love,anger,fear,surprise,LABEL_0,LABEL_1,LABEL_2,NEGATIVE,POSITIVE
Chemical,Post Malone,2023-04-14,184013,89,89,"['dfw rap', 'melodic rap', 'pop', 'rap']",0.00136,0.498,0.897,0.0,0.118,-4.907,0.045,169.902,0.373,0.521294891834259,0.06815091520547867,0.010771555826067924,0.3050064742565155,0.09189242124557495,0.0028838347643613815,0.3123771548271179,0.614157497882843,0.07346531003713608,0.9961193799972534,0.0038806742522865534
MELTDOWN,Travis Scott,2023-07-28,246133,95,93,"['hip hop', 'rap', 'slap house']",0.012,0.557,0.774,0.0,0.396,-5.275,0.351,111.975,0.397,0.05891786515712738,0.09505316615104675,0.005406192038208246,0.20802193880081177,0.6217980980873108,0.010802794247865677,0.33727675676345825,0.599393904209137,0.06332927197217941,0.9914870262145996,0.008512929081916809
Calm Down,Rema,2022-08-25,239317,92,77,"['afrobeats', 'nigerian pop']",0.382,0.801,0.806,0.000669,0.114,-5.206,0.0381,106.999,0.802,0.0938873142004013,0.29263564944267273,0.034151237457990646,0.052052710205316544,0.52314692735672,0.004126118030399084,0.09161946922540665,0.7571456432342529,0.15123490989208221,0.9862630367279053,0.013736904598772526
Kill Bill,SZA,2022-12-08,153946,92,87,"['pop', 'r&b', 'rap']",0.0521,0.644,0.735,0.144,0.161,-5.747,0.0391,88.98,0.418,0.979470431804657,0.013536911457777023,0.0017034892225638032,0.0032458407804369926,0.0015555396676063538,0.00048782583326101303,0.26207125186920166,0.5716699957847595,0.16625873744487762,0.7446288466453552,0.2553711533546448
WHERE SHE GOES,Bad Bunny,2023-05-18,231704,96,94,"['reggaeton', 'trap latino', 'urbano latino']",0.143,0.652,0.8,0.629,0.112,-4.019,0.0614,143.978,0.234,0.9977771639823914,0.000955986964982003,0.00033389218151569366,0.00039606381324119866,0.00029627763433381915,0.00024064953322522342,0.18609000742435455,0.7447376251220703,0.06917230039834976,0.9957824945449829,0.004217507783323526
All My Life,Lil Durk,2023-05-12,223878,88,82,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",0.15,0.829,0.436,0.0,0.0954,-8.205,0.327,143.031,0.693,0.7834502458572388,0.006724979728460312,0.0027070732321590185,0.18681953847408295,0.01907944120466709,0.0012187232496216893,0.39886826276779175,0.5543155074119568,0.04681621491909027,0.9938774704933167,0.006122575141489506
Flowers,Miley Cyrus,2023-03-10,200600,93,84,['pop'],0.0632,0.707,0.681,5.15e-06,0.0322,-4.325,0.0668,117.999,0.646,0.36261627078056335,0.5104832053184509,0.020189538598060608,0.08252117782831192,0.018339795991778374,0.005850028246641159,0.04808931052684784,0.39848440885543823,0.5534263253211975,0.9527186751365662,0.04728132113814354
Daylight,David Kushner,2023-04-14,212953,96,76,"['gen z singer-songwriter', 'singer-songwriter pop']",0.83,0.508,0.43,0.000441,0.093,-9.475,0.0335,130.09,0.324,0.2793838381767273,0.07689328491687775,0.1560778021812439,0.40710723400115967,0.07535602897405624,0.005181765183806419,0.7576215267181396,0.2271231710910797,0.015255376696586609,0.9779259562492371,0.022073999047279358
Creepin',Metro Boomin,2022-12-02,221520,93,87,"['hip hop', 'rap']",0.417,0.715,0.62,0.0,0.0822,-6.005,0.0484,97.95,0.172,0.9980753660202026,0.00027014006627723575,0.0001504230167483911,0.0002844355476554483,0.0010704052401706576,0.0001492190785938874,0.11641158908605576,0.7477803826332092,0.1358080953359604,0.9942700862884521,0.005729868076741695
Boy's a Liar Pt. 2,PinkPantheress,2023-02-03,131013,92,76,['bedroom pop'],0.252,0.696,0.809,0.000128,0.248,-8.254,0.05,132.962,0.857,0.0007850563852116466,0.9979150891304016,0.0004446932871360332,0.00037414015969261527,0.00020188871712889522,0.00027917962870560586,0.38755545020103455,0.4937153458595276,0.11872923374176025,0.007290595676749945,0.9927093982696533
Love Me Again,V,2023-08-11,182293,92,77,"['j-division', 'korean ost']",0.183,0.633,0.607,1.38e-06,0.167,-6.182,0.0532,74.029,0.363,0.004392959177494049,0.9938522577285767,0.0006384348962455988,0.00048436649376526475,0.00029230889049358666,0.0003397279360797256,0.18235047161579132,0.4752046465873718,0.34244483709335327,0.9774930477142334,0.022506874054670334
Columbia,Quevedo,2023-07-07,186000,97,85,"['rap canario', 'trap latino', 'urbano latino']",0.369,0.668,0.712,2.13e-05,0.108,-5.927,0.0381,100.02,0.264,0.0034571539144963026,0.002431044587865472,0.000561636290512979,0.9211265444755554,0.07181883603334427,0.0006047716597095132,0.4438953399658203,0.46835777163505554,0.08774693310260773,0.9835885763168335,0.016411473974585533
Fast Car,Luke Combs,2023-03-24,265493,91,83,"['contemporary country', 'country']",0.186,0.712,0.603,0.0,0.115,-5.52,0.0262,97.994,0.67,0.006418865639716387,0.9600924253463745,0.024040475487709045,0.005627328529953957,0.0016394569538533688,0.002181370509788394,0.021560851484537125,0.5518872737884521,0.4265519082546234,0.9864274859428406,0.013572552241384983
What It Is,Doechii,2023-03-17,189824,90,71,['alternative r&b'],0.061,0.74,0.758,1.44e-06,0.0967,-5.851,0.0921,171.925,0.757,0.09148015081882477,0.3755420446395874,0.020400233566761017,0.4812198877334595,0.02548636682331562,0.005871247500181198,0.12409692257642746,0.7263877987861633,0.1495153307914734,0.9931439161300659,0.006856114137917757
K-POP,Travis Scott,2023-07-21,185220,92,93,"['hip hop', 'rap', 'slap house']",0.0386,0.814,0.618,3.34e-06,0.671,-5.614,0.0619,121.075,0.535,0.13154084980487823,0.5942827463150024,0.06167994439601898,0.1416015475988388,0.06258492171764374,0.008310024626553059,0.09582560509443283,0.7684848308563232,0.13568958640098572,0.9965490102767944,0.0034509217366576195
Baby Don't Hurt Me,David Guetta,2023-04-06,140017,92,86,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.00126,0.602,0.91,0.000174,0.12,-3.404,0.0308,127.944,0.228,0.9968618154525757,0.00036439383984543383,0.000613133073784411,0.0007553008617833257,0.0011506769806146622,0.0002546973992139101,0.5658870935440063,0.3847034275531769,0.04940948262810707,0.9907263517379761,0.00927366316318512
Speed Drive,Charli XCX,2023-06-29,117809,89,76,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",0.00284,0.652,0.879,0.0896,0.0918,-6.405,0.0784,173.925,0.789,0.014139021746814251,0.11543050408363342,0.8114442229270935,0.04888523742556572,0.005858974996954203,0.004242195747792721,0.02044544741511345,0.6146827936172485,0.3648717403411865,0.2591274380683899,0.7408725619316101
I Ain't Worried,OneRepublic,2022-05-13,148485,93,81,"['piano rock', 'pop']",0.0826,0.704,0.797,0.000745,0.0546,-5.927,0.0475,139.994,0.825,0.025048527866601944,0.005249921232461929,0.0009890648070722818,0.01844707876443863,0.9495525360107422,0.0007128767902031541,0.5216106176376343,0.43822893500328064,0.0401604138314724,0.984901487827301,0.015098444186151028
People,Libianca,2022-12-06,184791,91,72,['afrobeats'],0.551,0.573,0.422,1.31e-05,0.102,-7.621,0.0678,124.357,0.693,0.09904161840677261,0.6190824508666992,0.009483443573117256,0.2015373557806015,0.06557150930166245,0.00528363510966301,0.16625986993312836,0.7621204257011414,0.0716196820139885,0.9971649050712585,0.0028350965585559607
Die For You - Remix,The Weeknd,2023-02-24,232857,88,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.232,0.531,0.525,0.0,0.441,-6.5,0.0671,66.9,0.502,0.996037483215332,0.0009941920870915055,0.0014991478528827429,0.0008118469268083572,0.0004566678253468126,0.00020066488650627434,0.5216265916824341,0.43556857109069824,0.04280483350157738,0.9844676852226257,0.015532322227954865
Moonlight,Kali Uchis,2023-02-24,187557,89,83,['colombian pop'],0.511,0.639,0.723,0.0,0.167,-6.462,0.0532,136.872,0.878,0.033618077635765076,0.8770757913589478,0.030799802392721176,0.035219911485910416,0.0195181742310524,0.003768304130062461,0.11839116364717484,0.7876472473144531,0.09396150708198547,0.9632576107978821,0.03674238175153732
Snooze,SZA,2022-12-09,201800,91,87,"['pop', 'r&b', 'rap']",0.141,0.559,0.551,0.0,0.11,-7.231,0.132,143.008,0.392,0.0395120233297348,0.7568079233169556,0.0028982111252844334,0.1799672245979309,0.01882863976061344,0.001986103132367134,0.5272759199142456,0.43908703327178955,0.033637065440416336,0.997200608253479,0.00279938243329525
Sprinter,Dave,2023-06-01,229133,96,80,['uk hip hop'],0.186,0.916,0.583,0.0,0.0798,-8.067,0.241,141.095,0.661,0.0574992410838604,0.7936536073684692,0.012801128439605236,0.11385228484869003,0.017820065841078758,0.004373801406472921,0.36941853165626526,0.584445595741272,0.04613591358065605,0.9969346523284912,0.003065332304686308
I'm Good,David Guetta,2022-08-26,175238,93,86,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.00383,0.561,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,0.304,0.000732922984752804,0.9978038668632507,0.000739575712941587,0.00032495358027517796,0.00022221385734155774,0.00017637234122958034,0.008094971999526024,0.2660307288169861,0.7258743047714233,0.0018014325760304928,0.9981985688209534
Cupid - Twin Ver.,FIFTY FIFTY,2023-02-24,174253,95,76,['k-pop girl group'],0.435,0.783,0.592,4.15e-06,0.347,-8.332,0.0331,120.018,0.726,0.9967789053916931,0.0005204922053962946,0.0005833487375639379,0.0002563529706094414,0.0016148878494277596,0.00024625990772619843,0.15822383761405945,0.5772231221199036,0.2645530700683594,0.01539656613022089,0.9846034646034241
Say Yes To Heaven,Lana Del Rey,2023-05-19,209156,90,89,"['art pop', 'pop']",0.709,0.49,0.352,0.0856,0.114,-11.577,0.0254,99.992,0.166,0.08309312909841537,0.4552500247955322,0.014533146284520626,0.374199777841568,0.06965483725070953,0.003269113367423415,0.01552886888384819,0.514141857624054,0.47032931447029114,0.5804489850997925,0.4195510447025299
Karma,Taylor Swift,2022-10-21,204852,90,100,['pop'],0.0734,0.642,0.62,0.0,0.483,-7.091,0.0666,90.02,0.0969,0.04595440626144409,0.022995034232735634,0.007963963784277439,0.9092982411384583,0.012763923965394497,0.0010244394652545452,0.04310819134116173,0.6840620040893555,0.2728298008441925,0.7004709839820862,0.2995290160179138
Rush,Troye Sivan,2023-07-13,156391,90,75,"['australian pop', 'pop', 'viral pop']",0.00306,0.742,0.839,4.2e-05,0.106,-7.614,0.0618,126.03,0.346,0.8829389810562134,0.08245067298412323,0.013127495534718037,0.009125175885856152,0.010144717991352081,0.0022129875142127275,0.00906875915825367,0.21133074164390564,0.7796005606651306,0.005552099086344242,0.9944479465484619
From The Start,Laufey,2023-05-11,169573,89,75,['gen z singer-songwriter'],0.877,0.664,0.405,0.000765,0.11,-7.413,0.08,81.89,0.743,0.015015914104878902,0.0031128060072660446,0.9763925075531006,0.0024530389346182346,0.0017256075516343117,0.0013001865008845925,0.3395310044288635,0.5354689955711365,0.12499995529651642,0.9368709921836853,0.0631290003657341
Until I Found You,Stephen Sanchez,2022-04-22,176440,91,74,['gen z singer-songwriter'],0.777,0.551,0.55,0.0,0.202,-5.339,0.0286,101.19,0.342,0.9875295162200928,0.003185342298820615,0.0008837959612719715,0.0013890655245631933,0.006307591684162617,0.0007048392435535789,0.0831793025135994,0.766555666923523,0.15026499330997467,0.4995737075805664,0.5004262924194336
Nonsense,Sabrina Carpenter,2022-07-15,163648,90,76,['pop'],0.0268,0.74,0.697,0.0,0.224,-4.912,0.034,138.992,0.732,0.8994813561439514,0.08662156015634537,0.0040593636222183704,0.0036291535943746567,0.0048760841600596905,0.0013324142200872302,0.23490341007709503,0.6695162057876587,0.09558040648698807,0.9941943287849426,0.005805643275380135
Miracle,Calvin Harris,2023-03-10,186496,90,84,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.0378,0.636,0.869,0.0446,0.0808,-5.289,0.0412,143.011,0.306,0.0029650491196662188,0.0012333134654909372,0.00047791533870622516,0.0013394808629527688,0.9934675097465515,0.0005167260533198714,0.10877564549446106,0.7946593761444092,0.09656491875648499,0.5337429642677307,0.4662570357322693
CUFF IT,Beyoncé,2022-07-29,225388,88,85,"['pop', 'r&b']",0.0368,0.78,0.689,9.69e-06,0.0698,-5.668,0.141,115.042,0.642,0.9522398114204407,0.00418558344244957,0.0011924209538847208,0.0015548844821751118,0.039132606238126755,0.001694638398475945,0.04585111513733864,0.6751089692115784,0.2790398597717285,0.9836154580116272,0.016384579241275787
Here With Me,d4vd,2023-05-26,242484,91,76,"['bedroom pop', 'bedroom r&b']",0.544,0.571,0.458,9.27e-05,0.123,-9.283,0.0258,132.025,0.299,0.010087743401527405,0.9812504649162292,0.004376797936856747,0.0026272686664015055,0.0010340187000110745,0.0006237364141270518,0.032890498638153076,0.33240222930908203,0.6347072124481201,0.050705961883068085,0.9492940902709961
Last Night,Morgan Wallen,2023-01-31,163854,89,87,['contemporary country'],0.459,0.517,0.675,0.0,0.151,-5.382,0.0357,203.853,0.518,0.04587255418300629,0.7845275402069092,0.018172789365053177,0.09261522442102432,0.052869874984025955,0.005941989831626415,0.12448027729988098,0.8176364302635193,0.05788329243659973,0.9893240332603455,0.010676025412976742
Dial Drunk,Noah Kahan,2023-07-18,213817,87,80,['pov: indie'],0.121,0.667,0.613,0.0,0.113,-7.147,0.0313,112.046,0.681,0.025543730705976486,0.9615606665611267,0.00398994842544198,0.005993644706904888,0.0016241197008639574,0.0012879569549113512,0.41273173689842224,0.5458199381828308,0.041448332369327545,0.9979771971702576,0.002022853121161461
